vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3078675,920603-1039,920603,1039
3078676,920613-9257,920613,9257
3078677,920653-28947,920653,28947
3078678,920683-6117,920683,6117
3078679,920713-43642,920713,43642
3078680,920763-19392,920763,19392
3078681,920823-16808,920823,16808
3078682,920843-8773,920843,8773
3078683,920883-691,920883,691
3078684,920933-37435,920933,37435
3078685,920983-8421,920983,8421
3078686,921053-6739,921053,6739
3078687,921113-36312,921113,36312
3078688,921153-23396,921153,23396
3078689,921183-30854,921183,30854
3078690,921223-46225,921223,46225
3078691,921263-43388,921263,43388
3078692,921293-43371,921293,43371
3078693,921323-39655,921323,39655
3078694,921353-36321,921353,36321
3078695,921393-7926,921393,7926
3078696,921443-44476,921443,44476
3078697,921483-25119,921483,25119
3078698,921513-44392,921513,44392
3078699,921563-13824,921563,13824
3078700,921583-17532,921583,17532
3078701,921633-39948,921633,39948
3078702,921673-20468,921673,20468
3078703,921713-25512,921713,25512
3078704,921763-19589,921763,19589
3078705,921813-29267,921813,29267
3078706,921823-13907,921823,13907
3078707,921863-24127,921863,24127
3078708,921883-25189,921883,25189
3078709,921903-21454,921903,21454
3078710,921943-40623,921943,40623
3078711,921993-15226,921993,15226
3078712,922083-4741,922083,4741
3078713,922123-2279,922123,2279
3078714,922173-38851,922173,38851
3078715,922213-21190,922213,21190
3078716,922263-32941,922263,32941
3078717,922313-9283,922313,9283
3078718,922353-42022,922353,42022
3078719,922403-14192,922403,14192
3078720,922413-25856,922413,25856
3078721,922443-19237,922443,19237
3078722,922483-12207,922483,12207
3078723,922523-4443,922523,4443
3078724,922573-7444,922573,7444
3078725,922603-19121,922603,19121
3078726,922633-5875,922633,5875
3078727,922663-8722,922663,8722
3078728,922713-15391,922713,15391
3078729,922743-17675,922743,17675
3078730,922793-31211,922793,31211
3078731,922843-20767,922843,20767
3078732,922883-19612,922883,19612
3078733,922913-18061,922913,18061
3078734,922953-28404,922953,28404
3078735,923003-15247,923003,15247
3078736,923013-29823,923013,29823
3078737,923013-29828,923013,29828
3078738,923013-29836,923013,29836
3078739,923023-36923,923023,36923
3078740,923073-20944,923073,20944
3078741,923123-36354,923123,36354
3078742,923163-43487,923163,43487
3078743,923203-13620,923203,13620
3078744,923253-23271,923253,23271
3078745,923293-26557,923293,26557
3078746,923353-10942,923353,10942
3078747,923393-43078,923393,43078
3078748,923473-44192,923473,44192
3078749,923513-22241,923513,22241
3078750,923563-11011,923563,11011
3078751,923593-21988,923593,21988
3078752,923623-14708,923623,14708
3078753,923673-17738,923673,17738
3078754,923693-1381,923693,1381
3078755,923743-10283,923743,10283
3078756,923783-5642,923783,5642
3078757,923833-11861,923833,11861
3078758,923853-8790,923853,8790
3078759,923893-40133,923893,40133
3078760,923933-16379,923933,16379
3078761,923983-7490,923983,7490
3078762,924073-24346,924073,24346
3078763,924103-34313,924103,34313
3078764,924153-35756,924153,35756
3078765,924203-24487,924203,24487
3078766,924233-22827,924233,22827
3078767,924273-2674,924273,2674
3078768,924323-26806,924323,26806
3078769,924363-26672,924363,26672
3078770,924423-25248,924423,25248
3078771,924473-46164,924473,46164
3078772,924513-477,924513,477
3078773,924563-11981,924563,11981
3078774,924603-17700,924603,17700
3078775,924633-29942,924633,29942
3078776,924683-50128,924683,50128
3078777,924723-24054,924723,24054
3078778,924763-11647,924763,11647
3078779,924813-5378,924813,5378
3078780,924833-25668,924833,25668
3078781,924873-43975,924873,43975
3078782,958933-13142,958933,13142
3078783,958973-6695,958973,6695
3078784,959033-40095,959033,40095
3078785,959073-19581,959073,19581
3078786,959123-4218,959123,4218
3078787,959173-10359,959173,10359
3078788,959223-7824,959223,7824
3078789,959273-1506,959273,1506
3078790,959323-15954,959323,15954
3078791,959353-43662,959353,43662
3078792,959393-39182,959393,39182
3078793,959483-27736,959483,27736
3078794,959513-40086,959513,40086
3078795,959553-15251,959553,15251
3078796,959603-37015,959603,37015
3078797,959643-44152,959643,44152
3078798,959693-41975,959693,41975
3078799,959743-11434,959743,11434
3078800,959793-2951,959793,2951
3078801,959883-10293,959883,10293
3078802,959933-7204,959933,7204
3078803,959973-2912,959973,2912
3078804,960013-14092,960013,14092
3078805,960023-34715,960023,34715
3078806,960063-9426,960063,9426
3078807,960103-30748,960103,30748
3078808,960133-9554,960133,9554
3078809,960173-16868,960173,16868
3078810,960213-990,960213,990
3078811,960233-29055,960233,29055
3078812,960283-28515,960283,28515
3078813,960323-38126,960323,38126
3078814,960363-14957,960363,14957
3078815,960403-41493,960403,41493
3078816,960413-35399,960413,35399
3078817,960443-252,960443,252
3078818,960473-44381,960473,44381
3078819,960523-21154,960523,21154
3078820,960573-33715,960573,33715
3078821,960613-16040,960613,16040
3078822,960653-45147,960653,45147
3078823,960703-5401,960703,5401
3078824,960743-13311,960743,13311
3078825,960773-11148,960773,11148
3078826,960803-7914,960803,7914
3078827,960833-16449,960833,16449
3078828,960863-21085,960863,21085
3078829,960913-14101,960913,14101
3078830,960923-18689,960923,18689
3078831,960973-10697,960973,10697
3078832,960993-1305,960993,1305
3078833,961063-83,961063,83
3078834,961103-39727,961103,39727
3078835,961163-13662,961163,13662
3078836,961203-7280,961203,7280
3078837,961233-43782,961233,43782
3078838,961273-43052,961273,43052
3078839,961313-3425,961313,3425
3078840,961353-24895,961353,24895
3078841,961403-18115,961403,18115
3078842,961423-41970,961423,41970
3078843,961453-3116,961453,3116
3078844,961473-5405,961473,5405
3078845,961513-39844,961513,39844
3078846,961533-29309,961533,29309
3078847,961563-38554,961563,38554
3078848,961603-9582,961603,9582
3078849,961643-3361,961643,3361
3078850,961693-21591,961693,21591
3078851,961723-34880,961723,34880
3078852,961753-926,961753,926
3078853,961803-11576,961803,11576
3078854,961803-8674,961803,8674
3078855,961813-4650,961813,4650
3078856,961873-6338,961873,6338
3078857,961913-42653,961913,42653
3078858,961963-36165,961963,36165
3078859,962033-45182,962033,45182
3078860,962083-25560,962083,25560
3078861,962093-990,962093,990
3078862,962163-24621,962163,24621
3078863,962213-16498,962213,16498
3078864,962263-13482,962263,13482
3078865,962303-43974,962303,43974
3078866,962353-1119,962353,1119
3078867,962393-15143,962393,15143
3078868,962433-7634,962433,7634
3078869,962463-1319,962463,1319
3078870,962493-11075,962493,11075
3078871,962493-21835,962493,21835
3078872,962533-21714,962533,21714
3078873,962573-46696,962573,46696
3078874,962603-34374,962603,34374
3078875,962653-6496,962653,6496
3078876,962703-24104,962703,24104
3078877,962753-20757,962753,20757
3078878,962803-1746,962803,1746
3078879,962823-27245,962823,27245
3078880,962843-4139,962843,4139
3078881,962883-18487,962883,18487
3078882,962923-17104,962923,17104
3078883,962973-9819,962973,9819
3078884,963043-3223,963043,3223
3078885,963063-16329,963063,16329
3078886,963103-4728,963103,4728
3078887,963133-35410,963133,35410
3078888,963173-20228,963173,20228
3078889,963223-41745,963223,41745
3078890,963263-26640,963263,26640
3078891,963283-32914,963283,32914
3078892,963343-41749,963343,41749
3078893,963383-25295,963383,25295
3078894,963413-16451,963413,16451
3078895,963453-15191,963453,15191
3078896,963493-23260,963493,23260
3078897,963533-1907,963533,1907
3078898,963583-9179,963583,9179
3078899,963593-46646,963593,46646
3078900,963593-46650,963593,46650
3078901,963593-46654,963593,46654
3078902,963603-40268,963603,40268
3078903,963643-16445,963643,16445
3078904,963693-6081,963693,6081
3078905,963753-27217,963753,27217
3078906,963793-3562,963793,3562
3078907,963863-12166,963863,12166
3078908,963913-10996,963913,10996
3078909,963943-2469,963943,2469
3078910,963993-17387,963993,17387
3078911,964103-1525,964103,1525
3078912,964143-25691,964143,25691
3078913,964183-9167,964183,9167
3078914,964233-16673,964233,16673
3078915,964273-21731,964273,21731
3078916,964323-5660,964323,5660
3078917,964373-5804,964373,5804
3078918,964443-44387,964443,44387
3078919,964473-44596,964473,44596
3078920,964513-31653,964513,31653
3078921,964563-17241,964563,17241
3078922,964583-24646,964583,24646
3078923,964633-13310,964633,13310
3078924,964683-2440,964683,2440
3078925,964723-28434,964723,28434
3078926,964763-13682,964763,13682
3078927,964793-5712,964793,5712
3078928,964893-1001,964893,1001
3078929,964933-35682,964933,35682
3078930,964973-43648,964973,43648
3078931,965003-39328,965003,39328
3078932,965013-8666,965013,8666
3078933,965063-19522,965063,19522
3078934,965113-45184,965113,45184
3078935,965153-19605,965153,19605
3078936,965163-46768,965163,46768
3078937,965163-46773,965163,46773
3078938,965173-37009,965173,37009
3078939,965213-39271,965213,39271
3078940,965253-16344,965253,16344
3078941,965303-21805,965303,21805
3078942,965353-9689,965353,9689
3078943,965393-46763,965393,46763
3078944,965463-13653,965463,13653
3078945,965513-36877,965513,36877
3078946,965563-32216,965563,32216
3078947,965603-40106,965603,40106
3078948,965633-9677,965633,9677
3078949,965663-2415,965663,2415
3078950,965703-2686,965703,2686
3078951,965743-925,965743,925
3078952,965803-6644,965803,6644
3078953,965813-771,965813,771
3078954,965833-6565,965833,6565
3078955,965863-16725,965863,16725
3078956,965913-2640,965913,2640
3078957,965943-44433,965943,44433
3078958,965983-45272,965983,45272
3078959,966043-39413,966043,39413
3078960,966093-16088,966093,16088
3078961,966123-36015,966123,36015
3078962,966163-7154,966163,7154
3078963,966183-13086,966183,13086
3078964,966203-8408,966203,8408
3078965,966243-2358,966243,2358
3078966,966293-23887,966293,23887
3078967,966343-23227,966343,23227
3078968,966373-45370,966373,45370
3078969,966373-45374,966373,45374
3078970,966373-45376,966373,45376
3078971,966373-45379,966373,45379
3078972,966373-45396,966373,45396
3078973,966443-25900,966443,25900
3078974,966483-13801,966483,13801
3078975,966533-43375,966533,43375
3078976,966583-5649,966583,5649
3078977,966643-19387,966643,19387
3078978,966683-10152,966683,10152
3078979,966723-6266,966723,6266
3078980,966763-35758,966763,35758
3078981,966813-21775,966813,21775
3078982,966823-46889,966823,46889
3078983,966853-38685,966853,38685
3078984,966913-4674,966913,4674
3078985,966953-37939,966953,37939
3078986,966973-8723,966973,8723
3078987,967043-18105,967043,18105
3078988,967093-22287,967093,22287
3078989,967133-3261,967133,3261
3078990,967183-15390,967183,15390
3078991,967203-41843,967203,41843
3078992,967253-19034,967253,19034
3078993,967303-16832,967303,16832
3078994,967323-18054,967323,18054
3078995,967363-31184,967363,31184
3078996,967393-37383,967393,37383
3078997,967483-22556,967483,22556
3078998,967553-2411,967553,2411
3078999,967573-2996,967573,2996
3079000,967613-27126,967613,27126
3079001,967663-35725,967663,35725
3079002,967703-5546,967703,5546
3079003,967733-32364,967733,32364
3079004,967783-36420,967783,36420
3079005,967843-408,967843,408
3079006,967883-14219,967883,14219
3079007,967913-7204,967913,7204
3079008,967963-1361,967963,1361
3079009,968003-13663,968003,13663
3079010,968023-13141,968023,13141
3079011,968053-23655,968053,23655
3079012,968093-5948,968093,5948
3079013,968143-33491,968143,33491
3079014,968173-39058,968173,39058
3079015,968223-26226,968223,26226
3079016,968253-45140,968253,45140
3079017,968303-44400,968303,44400
3079018,968343-26073,968343,26073
3079019,968373-11007,968373,11007
3079020,968413-44469,968413,44469
3079021,968463-34264,968463,34264
3079022,968503-45280,968503,45280
3079023,968553-37657,968553,37657
3079024,968573-21965,968573,21965
3079025,968603-26197,968603,26197
3079026,968653-44373,968653,44373
3079027,968693-13435,968693,13435
3079028,968733-23437,968733,23437
3079029,968773-22553,968773,22553
3079030,968813-35238,968813,35238
3079031,968823-16285,968823,16285
3079032,968863-13364,968863,13364
3079033,968883-27301,968883,27301
3079034,968933-28372,968933,28372
3079035,968973-17624,968973,17624
3079036,969023-41513,969023,41513
3079037,969033-5299,969033,5299
3079038,969053-25367,969053,25367
3079039,969103-14249,969103,14249
3079040,969143-40896,969143,40896
3079041,969193-45276,969193,45276
3079042,969223-34715,969223,34715
3079043,969263-20807,969263,20807
3079044,969293-46457,969293,46457
3079045,969323-35764,969323,35764
3079046,969393-37674,969393,37674
3079047,969423-18048,969423,18048
3079048,969463-34351,969463,34351
3079049,969493-41481,969493,41481
3079050,969533-38535,969533,38535
3079051,969573-37683,969573,37683
3079052,969613-36215,969613,36215
3079053,969653-11505,969653,11505
3079054,969703-3516,969703,3516
3079055,969753-27739,969753,27739
3079056,969793-4245,969793,4245
3079057,969883-43565,969883,43565
3079058,969913-25865,969913,25865
3079059,969963-44430,969963,44430
3079060,970023-10581,970023,10581
3079061,970063-30523,970063,30523
3079062,970063-30524,970063,30524
3079063,970063-30527,970063,30527
3079064,970063-30529,970063,30529
3079065,970063-30532,970063,30532
3079066,970093-34225,970093,34225
3079067,970143-30886,970143,30886
3079068,970183-6815,970183,6815
3079069,1003113-20734,1003113,20734
3079070,1003143-4330,1003143,4330
3079071,1003183-8145,1003183,8145
3079072,1003223-953,1003223,953
3079073,1003243-37155,1003243,37155
3079074,1003243-37210,1003243,37210
3079075,1003243-37228,1003243,37228
3079076,1003243-37230,1003243,37230
3079077,1003263-41999,1003263,41999
3079078,1003293-25607,1003293,25607
3079079,1003323-23382,1003323,23382
3079080,1003373-9278,1003373,9278
3079081,1003413-12209,1003413,12209
3079082,1003463-20505,1003463,20505
3079083,1003493-32013,1003493,32013
3079084,1003523-13928,1003523,13928
3079085,1003543-28899,1003543,28899
3079086,1003583-14627,1003583,14627
3079087,1003623-19251,1003623,19251
3079088,1003683-26737,1003683,26737
3079089,1003753-51251,1003753,51251
3079090,1003773-13320,1003773,13320
3079091,1003803-11810,1003803,11810
3079092,1003823-18512,1003823,18512
3079093,1003873-11016,1003873,11016
3079094,1003903-2747,1003903,2747
3079095,1003943-24440,1003943,24440
3079096,1003973-652,1003973,652
3079097,1004023-10061,1004023,10061
3079098,1004033-17284,1004033,17284
3079099,1004073-10666,1004073,10666
3079100,1004093-4165,1004093,4165
3079101,1004143-44556,1004143,44556
3079102,1004193-9583,1004193,9583
3079103,1004243-46678,1004243,46678
